0.0000000000e+00	0	0	500	0	0	0	0	50	500	500	0	500	500	0	
4.7834543401e-01	0	1	500	0	2	4	0	50	500	500	0	500	500	0	
9.9437265137e-01	0	2	498	2	1	10	0	50	500	500	0	500	500	0	
1.4889421540e+00	0	3	497	3	4	8	0	50	500	500	0	500	500	0	
1.9976997950e+00	0	4	497	3	1	10	0	50	500	500	0	500	500	0	
2.4676638057e+00	0	5	496	4	2	7	0	50	500	500	0	500	500	0	
2.9969744799e+00	1	5	493	7	0	7	0	50	500	500	0	500	500	0	
3.4926439712e+00	1	8	491	9	2	8	0	50	500	500	0	500	500	0	
3.9991220929e+00	1	10	493	7	1	5	0	50	500	500	0	500	500	0	
4.4942241670e+00	1	10	489	11	0	6	0	50	500	500	0	500	500	0	
4.9973111957e+00	1	10	492	8	2	5	0	50	500	500	0	500	500	0	
5.4951703812e+00	1	10	492	8	5	9	0	50	500	500	0	500	500	0	
5.9984264237e+00	1	11	493	7	4	8	0	50	500	500	0	500	500	0	
6.4987014847e+00	1	12	492	8	3	9	0	50	500	500	0	500	500	0	
6.9979842094e+00	1	12	490	10	1	13	0	50	500	500	0	500	500	0	
7.4922710544e+00	1	12	487	13	5	7	0	50	500	500	0	500	500	0	
7.9953816242e+00	1	15	489	11	1	10	0	50	500	500	0	500	500	0	
8.4941612759e+00	1	16	483	17	6	8	0	50	500	500	0	500	500	0	
8.9952283714e+00	0	20	480	20	4	8	0	50	500	500	0	500	500	0	
9.4638835737e+00	0	20	480	20	1	6	0	50	500	500	0	500	500	0	
9.9975527539e+00	0	20	478	22	4	7	0	50	500	500	0	500	500	0	
1.0487637327e+01	0	21	477	23	1	5	0	50	500	500	0	500	500	0	
1.0995721024e+01	0	22	471	29	2	8	0	50	500	500	0	500	500	0	
1.1498659231e+01	0	21	468	32	4	3	0	50	500	500	0	500	500	0	
1.1997451955e+01	0	22	466	34	2	8	0	50	500	500	0	500	500	0	
1.2493286393e+01	0	22	462	38	2	6	0	50	500	500	0	500	500	0	
1.2999489873e+01	1	22	470	30	4	6	0	50	500	500	0	500	500	0	
1.3495929405e+01	1	22	469	31	3	5	0	50	500	500	0	500	500	0	
1.3996588554e+01	1	23	474	26	2	5	0	50	500	500	0	500	500	0	
1.4498510192e+01	1	23	469	31	3	7	0	50	500	500	0	500	500	0	
1.4999343226e+01	1	25	471	29	4	6	0	50	500	500	0	500	500	0	
1.5494671694e+01	1	26	458	42	4	5	0	50	500	500	0	500	500	0	
1.5990871218e+01	1	28	459	41	1	9	0	50	500	500	0	500	500	0	
1.6492809935e+01	1	31	453	47	3	6	0	50	500	500	0	500	500	0	
1.6998983422e+01	2	31	449	51	4	5	0	50	500	500	0	500	500	0	
1.7490687543e+01	2	32	445	55	3	4	0	50	500	500	0	500	500	0	
1.7997818225e+01	2	33	436	64	0	15	0	50	500	500	0	500	500	0	
1.8499403009e+01	2	36	432	68	1	12	0	50	500	500	0	500	500	0	
1.8980707843e+01	2	38	436	64	2	6	0	50	500	500	0	500	500	0	
1.9494748857e+01	2	38	435	65	5	9	0	50	500	500	0	500	500	0	
1.9999809898e+01	2	40	419	81	4	4	0	50	500	500	0	500	500	0	
2.0499583425e+01	4	38	414	86	3	10	0	50	500	500	0	500	500	0	
2.0998456915e+01	4	38	408	92	2	4	0	50	500	500	0	500	500	0	
2.1494937563e+01	4	38	394	106	1	3	0	50	500	500	0	500	500	0	
2.1996963665e+01	4	39	390	110	1	11	0	50	500	500	0	500	500	0	
2.2499606638e+01	4	41	400	100	4	7	0	50	500	500	0	500	500	0	
2.2996875214e+01	4	42	385	115	1	2	0	50	500	500	0	500	500	0	
2.3499306203e+01	4	45	383	117	2	7	0	50	500	500	0	500	500	0	
2.3986387705e+01	4	46	389	111	3	6	0	50	500	500	0	500	500	0	
2.4495088967e+01	5	45	374	126	4	7	0	50	500	500	0	500	500	0	
2.4997194875e+01	5	47	355	145	3	9	0	50	500	500	0	500	500	0	
2.5499485635e+01	5	48	340	160	2	6	0	50	500	500	0	500	500	0	
2.5996811398e+01	4	49	326	174	0	15	0	50	500	500	0	500	500	0	
2.6497694613e+01	4	50	327	173	4	6	0	50	500	500	0	500	500	0	
2.6997702816e+01	4	53	321	179	2	4	0	50	500	500	0	500	500	0	
2.7496716207e+01	4	56	302	198	1	3	0	50	500	500	0	500	500	0	
2.7998232567e+01	4	57	298	202	3	4	0	50	500	500	0	500	500	0	
2.8491336692e+01	5	57	297	203	2	8	0	50	500	500	0	500	500	0	
2.8992632101e+01	6	58	281	219	3	9	0	50	500	500	0	500	500	0	
2.9496717785e+01	6	59	278	222	2	11	0	50	500	500	0	500	500	0	
2.9998846062e+01	5	61	261	239	6	7	0	50	500	500	0	500	500	0	
3.0499828583e+01	5	62	242	258	2	8	0	50	500	500	0	500	500	0	
