0.0000000000e+00	0	0	500	0	0	0	0	500	500	500	0	0	0	0	
4.9821728970e-01	0	0	500	0	0	101	0	500	500	500	0	0	0	0	
9.9909867538e-01	0	3	500	0	0	195	0	500	500	500	0	0	0	0	
1.4992618748e+00	0	4	498	2	0	257	0	500	500	500	0	0	0	0	
1.9995035922e+00	0	4	495	5	1	332	0	500	500	500	0	0	0	0	
2.4995395764e+00	2	2	496	4	0	365	0	500	500	500	0	0	0	0	
2.9964208275e+00	3	1	499	1	0	402	0	500	500	500	0	0	0	0	
3.4988828740e+00	3	1	500	0	0	420	0	500	500	500	0	0	0	0	
3.9983935391e+00	4	2	498	2	2	451	0	500	500	500	0	0	0	0	
4.4999757483e+00	4	3	498	2	2	438	0	500	500	500	0	0	0	0	
4.9992678426e+00	4	3	498	2	1	452	0	500	500	500	0	0	0	0	
5.4982674508e+00	5	4	498	2	0	453	0	500	500	500	0	0	0	0	
5.9970157321e+00	6	5	499	1	1	470	0	500	500	500	0	0	0	0	
6.4991051603e+00	8	4	497	3	2	468	0	500	500	500	0	0	0	0	
6.9997458270e+00	8	5	492	8	3	485	0	500	500	500	0	0	0	0	
7.4998681522e+00	10	6	494	6	0	491	0	500	500	500	0	0	0	0	
7.9998059405e+00	12	4	498	2	1	534	0	500	500	500	0	0	0	0	
8.4977560859e+00	14	3	500	0	1	521	0	500	500	500	0	0	0	0	
8.9999608739e+00	14	3	498	2	3	518	0	500	500	500	0	0	0	0	
9.4987042322e+00	14	5	497	3	0	511	0	500	500	500	0	0	0	0	
9.9998894531e+00	16	4	500	0	1	519	0	500	500	500	0	0	0	0	
1.0497694646e+01	18	3	498	2	3	489	0	500	500	500	0	0	0	0	
1.0991094661e+01	18	3	496	4	2	479	0	500	500	500	0	0	0	0	
1.1499045664e+01	18	4	492	8	0	482	0	500	500	500	0	0	0	0	
1.1998962494e+01	18	5	497	3	1	504	0	500	500	500	0	0	0	0	
1.2491460892e+01	18	5	497	3	2	501	0	500	500	500	0	0	0	0	
1.2999937861e+01	19	4	496	4	0	488	0	500	500	500	0	0	0	0	
1.3499648282e+01	19	4	496	4	2	494	0	500	500	500	0	0	0	0	
1.3999967080e+01	19	5	496	4	0	498	0	500	500	500	0	0	0	0	
1.4497020961e+01	20	5	497	3	1	508	0	500	500	500	0	0	0	0	
1.4999298157e+01	23	4	496	4	0	526	0	500	500	500	0	0	0	0	
1.5498848650e+01	22	7	493	7	3	529	0	500	500	500	0	0	0	0	
1.5998346820e+01	23	6	495	5	2	530	0	500	500	500	0	0	0	0	
1.6493555685e+01	24	7	498	2	0	523	0	500	500	500	0	0	0	0	
1.6999430424e+01	27	4	497	3	2	488	0	500	500	500	0	0	0	0	
1.7498234650e+01	28	3	498	2	1	489	0	500	500	500	0	0	0	0	
1.7999499398e+01	29	4	496	4	3	480	0	500	500	500	0	0	0	0	
1.8499584249e+01	29	4	496	4	1	481	0	500	500	500	0	0	0	0	
1.8999970490e+01	30	3	494	6	0	490	0	500	500	500	0	0	0	0	
1.9499940604e+01	30	3	494	6	1	492	0	500	500	500	0	0	0	0	
1.9999014862e+01	31	3	494	6	1	482	0	500	500	500	0	0	0	0	
2.0493216475e+01	32	3	497	3	0	494	0	500	500	500	0	0	0	0	
2.0994850587e+01	32	6	497	3	4	506	0	500	500	500	0	0	0	0	
2.1498950556e+01	32	6	497	3	0	529	0	500	500	500	0	0	0	0	
2.1998908426e+01	32	6	497	3	1	543	0	500	500	500	0	0	0	0	
2.2496436985e+01	34	4	497	3	1	531	0	500	500	500	0	0	0	0	
2.2996289011e+01	34	4	497	3	3	519	0	500	500	500	0	0	0	0	
2.3497567752e+01	35	3	497	3	1	531	0	500	500	500	0	0	0	0	
2.3998731644e+01	37	4	496	4	0	516	0	500	500	500	0	0	0	0	
2.4499620200e+01	39	4	499	1	1	525	0	500	500	500	0	0	0	0	
2.4996779801e+01	39	5	497	3	2	547	0	500	500	500	0	0	0	0	
2.5499374590e+01	40	4	499	1	1	552	0	500	500	500	0	0	0	0	
2.5999111141e+01	41	3	498	2	0	508	0	500	500	500	0	0	0	0	
2.6499403366e+01	42	3	497	3	2	506	0	500	500	500	0	0	0	0	
